0.247249,0.186168,0.577112,
0.301713,0.188582,0.306815,
0.172324,0.351594,0.335759,
0.396081,0.338242,0.239657,
0.299491,0.275661,0.281243,
0.341223,-0.000530601,0.167458,
0.560096,0.189636,0.369478,
0.324651,-0.0567492,-0.0461236,
0.246015,0.361627,0.338674,
0.231776,0.161743,0.251713,
0.296047,0.42059,0.330814,
0.407809,0.0821742,0.242378,
0.345924,0.333252,0.277368,
0.117591,0.475841,0.443605,
0.405667,0.210904,0.272437,
0.305391,0.322057,0.30469,
0.169991,0.0656284,0.159693,
0.569328,0.159328,-0.0173175,
0.34913,0.338989,0.214755,
0.393639,0.371228,0.0813248,
0.346121,0.0419238,-0.0823953,
0.652218,-0.0393235,-0.209788,
0.195417,0.255936,0.0287285,
0.218255,0.29846,0.238673,
0.449281,0.385463,0.186815,
0.106318,0.245447,0.332783,
0.216723,0.129858,0.0234586,
0.347489,0.0905219,-5.19305e-05,
0.240878,0.420377,0.393324,
0.224804,0.440607,0.357754,
0.0212214,0.512297,0.386681,
0.248505,-0.0287628,0.0162272,
0.211405,0.317275,0.140543,
0.958297,0.510012,0.225032,
0.223431,0.315505,0.254486,
0.163235,0.124287,0.00521177,
0.353922,0.375956,0.111671,
0.785509,0.078909,-0.100479,
0.356238,0.236062,0.157602,
0.260418,0.122121,0.10298,
0.383983,0.180842,0.0715115,
0.31203,0.118549,0.25409,
0.232787,-0.0504805,-0.143741,
1.0828,-0.0134459,1.07644,
0.293568,0.32279,0.136328,
0.388482,0.466219,0.189227,
0.330234,0.0964578,0.204155,
0.28363,0.173094,0.215447,
0.183734,0.244093,0.242154,
0.078914,0.121646,0.0739524,
-0.418544,-0.510496,-0.028821,
-0.111131,0.0115341,-0.149942,
-0.132791,-0.1458,-0.139902,
-0.501141,-0.364446,-0.151385,
-0.439647,-0.364498,-0.188807,
-0.2187,-0.0747809,-0.0285677,
-0.300456,-0.200817,-0.28213,
-0.290682,-0.0755971,-0.316682,
-0.228398,-0.253372,-0.219163,
-0.196117,0.0425209,-0.257449,
-0.239163,-0.224906,-0.0797982,
-0.400044,-0.0715552,-0.227967,
-0.486275,-0.374279,-0.087215,
-0.793638,-0.575776,-0.0452654,
-0.378138,-0.100948,-0.23966,
-0.478797,-0.319961,-0.0918183,
-0.372243,0.0382232,-0.322515,
-0.128143,0.0269422,-0.468138,
-0.383708,-0.322876,0.0541718,
-0.465962,-0.369163,-0.136265,
-0.267663,-0.0493702,-0.139628,
-0.855337,-0.453273,-0.333738,
-0.209074,-0.111881,-0.209382,
-0.181638,0.0267556,-0.351347,
-0.268531,-0.254999,-0.0221894,
-0.0927866,-0.172737,-0.123742,
0.0645248,0.025777,-0.282243,
-0.5798,0.389822,-0.116082,
-0.408435,-0.358595,-0.0290326,
-0.463979,-0.379461,-0.118708,
-0.636608,-0.129988,-0.127734,
0.121253,0.0200468,-0.323421,
-0.299895,-0.116203,-0.14351,
-0.943487,-0.525158,-0.297017,
-0.368724,-0.305511,-0.00987165,
-0.432131,0.154454,-0.410109,
-0.268656,-0.193119,-0.311453,
-0.358902,-0.0697301,-0.234355,
-0.196838,-0.156272,-0.134037,
0.0766309,-0.122821,-0.251389,
-0.329625,-0.19678,-0.146874,
-0.172331,-0.0557708,-0.0289803,
0.0714657,0.0312807,-0.574719,
-0.655638,-0.184186,0.111668,
-0.418586,-0.268572,-0.210438,
-0.268726,-0.24076,-0.241083,
-0.131949,-0.0276583,-0.00707035,
-0.0435495,-0.16798,-0.225692,
-0.141687,-0.17419,-0.118882,
-0.123074,0.0887331,-0.359442,
0.429947,0.406672,0.537427,
-0.0343058,0.0900778,0.107668,
0.0426242,0.118355,0.159873,
-0.131576,0.102261,0.0401287,
0.0571038,0.249014,0.248753,
0.127613,0.248131,-0.0769485,
0.165057,0.0424212,-0.0387985,
0.0496507,0.0337846,-0.108917,
-0.0794432,0.0975619,0.10504,
-0.161344,0.347526,0.0109561,
0.00342994,0.086474,-0.0718761,
0.0550845,0.166467,0.0588384,
-0.123477,0.0786429,-0.0250967,
-0.0971749,0.0291346,0.25301,
0.117118,-0.0134062,0.166684,
-0.133225,0.0607869,0.025309,
-0.0214694,0.37687,-0.110718,
0.0945217,-0.411304,0.391957,
0.21363,-0.262666,-0.308493,
0.103751,0.0828996,-0.12725,
-0.331234,0.604636,-0.33044,
-0.0732596,-0.337446,-0.25484,
-0.0364145,-0.00381754,-0.10636,
0.0616818,0.00943023,-0.0307484,
0.205967,-0.123165,-0.122451,
0.0515441,0.196,0.113764,
-0.0510324,-0.128968,0.287155,
0.95436,-0.650364,0.559776,
0.0246822,0.0514516,0.0471441,
-0.123659,0.0255436,-0.0134188,
-0.237391,0.440369,-0.0247202,
0.219793,0.321973,0.116508,
0.270256,-0.0981709,-0.0343692,
-0.063619,-0.548621,0.247759,
0.138424,-0.118561,-0.27956,
0.16704,-0.0136976,-0.209469,
0.145083,0.0211465,-0.0344856,
-0.096055,0.983857,-0.327696,
-0.226844,0.0163445,-0.236659,
-0.00299054,0.25412,0.00552168,
-0.206628,0.223739,-0.16863,
0.00243825,0.115617,0.00583747,
0.0697222,0.0115106,0.212547,
1.94078,0.426725,-0.104803,
-0.259308,0.0528824,-0.161755,
0.00202148,0.0250373,0.0324778,
-0.0771263,0.0357894,-0.111267,
0.10839,0.237674,-0.157533,
-0.139483,0.0347936,-0.0408597,
0.233808,-0.241053,0.17646,
