1, 0.0001, 0, 1, 124, 0.744615
1, 0.0001, 0, 2, 21, 0.741579
1, 0.0001, 0, 3, 10, 0.737707
1, 0.0001, 0, 4, 61, 0.735116
1, 0.0001, 0.1, 1, 339, 0.733441
1, 0.0001, 0.1, 2, 181, 0.775702
1, 0.0001, 0.1, 3, 51, 0.73669
1, 0.0001, 0.1, 4, 39, 0.731952
1, 0.0001, 0.2, 1, 76, 0.738084
1, 0.0001, 0.2, 2, 264, 0.755483
1, 0.0001, 0.2, 3, 104, 0.733051
1, 0.0001, 0.2, 4, 146, 0.741418
1, 0.0001, 0.3, 1, 186, 0.739676
1, 0.0001, 0.3, 2, 394, 0.743203
1, 0.0001, 0.3, 3, 171, 0.746568
1, 0.0001, 0.3, 4, 268, 0.738427
1, 0.0001, 0.4, 1, 47, 0.734263
1, 0.0001, 0.4, 2, 550, 0.736332
1, 0.0001, 0.4, 3, 557, 0.738489
1, 0.0001, 0.4, 4, 441, 0.73836
1, 0.0001, 0.5, 1, 133, 0.741179
1, 0.0001, 0.5, 2, 498, 0.740013
1, 0.0001, 0.5, 3, 206, 0.738961
1, 0.0001, 0.5, 4, 349, 0.736259
1, 0.0001, 0.6, 1, 83, 0.738955
1, 0.0001, 0.6, 2, 540, 0.737909
1, 0.0001, 0.6, 3, 726, 0.73675
1, 0.0001, 0.6, 4, 332, 0.736042
1, 0.0005, 0, 1, 24, 0.74539
1, 0.0005, 0, 2, 6, 0.741522
1, 0.0005, 0, 3, 2, 0.732955
1, 0.0005, 0, 4, 43, 0.762224
1, 0.0005, 0.1, 1, 4, 0.744641
1, 0.0005, 0.1, 2, 13, 0.738763
1, 0.0005, 0.1, 3, 44, 0.733083
1, 0.0005, 0.1, 4, 123, 0.766636
1, 0.0005, 0.2, 1, 13, 0.745716
1, 0.0005, 0.2, 2, 63, 0.745322
1, 0.0005, 0.2, 3, 25, 0.738185
1, 0.0005, 0.2, 4, 61, 0.737599
1, 0.0005, 0.3, 1, 2, 0.75197
1, 0.0005, 0.3, 2, 62, 0.730732
1, 0.0005, 0.3, 3, 87, 0.74073
1, 0.0005, 0.3, 4, 126, 0.743095
1, 0.0005, 0.4, 1, 17, 0.738005
1, 0.0005, 0.4, 2, 123, 0.734522
1, 0.0005, 0.4, 3, 222, 0.73691
1, 0.0005, 0.4, 4, 21, 0.735054
1, 0.0005, 0.5, 1, 368, 0.799026
1, 0.0005, 0.5, 2, 354, 0.736301
1, 0.0005, 0.5, 3, 322, 0.743968
1, 0.0005, 0.5, 4, 118, 0.735778
1, 0.0005, 0.6, 1, 65, 0.738042
1, 0.0005, 0.6, 2, 272, 0.751788
1, 0.0005, 0.6, 3, 55, 0.736212
1, 0.0005, 0.6, 4, 207, 0.737489
1, 0.001, 0, 1, 8, 0.740267
1, 0.001, 0, 2, 13, 0.763641
1, 0.001, 0, 3, 14, 0.770598
1, 0.001, 0, 4, 31, 0.772784
1, 0.001, 0.1, 1, 5, 0.736549
1, 0.001, 0.1, 2, 19, 0.751865
1, 0.001, 0.1, 3, 109, 0.743645
1, 0.001, 0.1, 4, 25, 0.735058
1, 0.001, 0.2, 1, 78, 0.772979
1, 0.001, 0.2, 2, 94, 0.745515
1, 0.001, 0.2, 3, 37, 0.749933
1, 0.001, 0.2, 4, 41, 0.742032
1, 0.001, 0.3, 1, 31, 0.743833
1, 0.001, 0.3, 2, 21, 0.742863
1, 0.001, 0.3, 3, 59, 0.740153
1, 0.001, 0.3, 4, 183, 0.743844
1, 0.001, 0.4, 1, 88, 0.739166
1, 0.001, 0.4, 2, 60, 0.726436
1, 0.001, 0.4, 3, 116, 0.77045
1, 0.001, 0.4, 4, 217, 0.753364
1, 0.001, 0.5, 1, 139, 0.74091
1, 0.001, 0.5, 2, 76, 0.73395
1, 0.001, 0.5, 3, 495, 0.753846
1, 0.001, 0.5, 4, 39, 0.73698
1, 0.001, 0.6, 1, 113, 0.745383
1, 0.001, 0.6, 2, 174, 0.739786
1, 0.001, 0.6, 3, 138, 0.735299
