1, 0.0001, 0, 1, 82, 4.34106
1, 0.0001, 0, 2, 38, 4.36201
1, 0.0001, 0, 3, 17, 4.38746
1, 0.0001, 0, 4, 31, 4.40878
1, 0.0001, 0.1, 1, 12, 4.42702
1, 0.0001, 0.1, 2, 99, 4.48555
1, 0.0001, 0.1, 3, 39, 4.4357
1, 0.0001, 0.1, 4, 47, 4.4563
1, 0.0001, 0.2, 1, 68, 4.43383
1, 0.0001, 0.2, 2, 42, 4.41812
1, 0.0001, 0.2, 3, 259, 4.50879
1, 0.0001, 0.2, 4, 89, 4.40058
1, 0.0001, 0.3, 1, 36, 4.40799
1, 0.0001, 0.3, 2, 118, 4.3589
1, 0.0001, 0.3, 3, 116, 4.37067
1, 0.0001, 0.3, 4, 126, 4.43223
1, 0.0001, 0.4, 1, 93, 4.43556
1, 0.0001, 0.4, 2, 90, 4.41333
1, 0.0001, 0.4, 3, 83, 4.42554
1, 0.0001, 0.4, 4, 113, 4.46081
1, 0.0001, 0.5, 1, 123, 4.40177
1, 0.0001, 0.5, 2, 71, 4.4386
1, 0.0001, 0.5, 3, 101, 4.42878
1, 0.0001, 0.5, 4, 452, 4.3689
1, 0.0001, 0.6, 1, 176, 4.39576
1, 0.0001, 0.6, 2, 212, 4.42457
1, 0.0001, 0.6, 3, 136, 4.44296
1, 0.0001, 0.6, 4, 270, 4.45171
1, 0.0005, 0, 1, 3, 4.44409
1, 0.0005, 0, 2, 4, 4.39632
1, 0.0005, 0, 3, 4, 4.37428
1, 0.0005, 0, 4, 5, 4.46873
1, 0.0005, 0.1, 1, 42, 4.36953
1, 0.0005, 0.1, 2, 9, 4.3765
1, 0.0005, 0.1, 3, 36, 4.55839
1, 0.0005, 0.1, 4, 13, 4.41574
1, 0.0005, 0.2, 1, 19, 4.46086
1, 0.0005, 0.2, 2, 11, 4.38705
1, 0.0005, 0.2, 3, 25, 4.34764
1, 0.0005, 0.2, 4, 283, 4.73088
1, 0.0005, 0.3, 1, 36, 4.36771
1, 0.0005, 0.3, 2, 21, 4.40979
1, 0.0005, 0.3, 3, 23, 4.38092
1, 0.0005, 0.3, 4, 37, 4.42139
1, 0.0005, 0.4, 1, 30, 4.46322
1, 0.0005, 0.4, 2, 37, 4.42866
1, 0.0005, 0.4, 3, 32, 4.41519
1, 0.0005, 0.4, 4, 177, 4.47901
1, 0.0005, 0.5, 1, 77, 4.40028
1, 0.0005, 0.5, 2, 18, 4.42365
1, 0.0005, 0.5, 3, 44, 4.4261
1, 0.0005, 0.5, 4, 54, 4.44576
1, 0.0005, 0.6, 1, 176, 4.40604
1, 0.0005, 0.6, 2, 84, 4.44625
1, 0.0005, 0.6, 3, 76, 4.43686
1, 0.0005, 0.6, 4, 144, 4.41259
1, 0.001, 0, 1, 11, 4.4686
1, 0.001, 0, 2, 2, 4.44165
1, 0.001, 0, 3, 15, 5.08937
1, 0.001, 0, 4, 12, 4.32864
1, 0.001, 0.1, 1, 6, 4.38787
1, 0.001, 0.1, 2, 103, 4.63617
1, 0.001, 0.1, 3, 5, 4.38275
1, 0.001, 0.1, 4, 16, 4.39267
1, 0.001, 0.2, 1, 20, 4.47665
1, 0.001, 0.2, 2, 43, 4.49296
1, 0.001, 0.2, 3, 64, 4.64115
1, 0.001, 0.2, 4, 16, 4.45278
1, 0.001, 0.3, 1, 5, 4.47729
1, 0.001, 0.3, 2, 10, 4.38827
1, 0.001, 0.3, 3, 51, 4.66028
1, 0.001, 0.3, 4, 12, 4.39955
1, 0.001, 0.4, 1, 26, 4.39961
1, 0.001, 0.4, 2, 5, 4.39725
1, 0.001, 0.4, 3, 74, 4.46129
1, 0.001, 0.4, 4, 1, 4.48399
1, 0.001, 0.5, 1, 61, 4.45757
1, 0.001, 0.5, 2, 39, 4.39053
1, 0.001, 0.5, 3, 15, 4.42272
1, 0.001, 0.5, 4, 133, 4.4278
1, 0.001, 0.6, 1, 74, 4.42076
1, 0.001, 0.6, 2, 26, 4.44205
1, 0.001, 0.6, 3, 88, 4.40761
1, 0.001, 0.6, 4, 223, 4.42042
1, 0.005, 0, 1, 4, 4.35621
1, 0.005, 0, 2, 75, 4.52387
1, 0.005, 0, 3, 190, 4.57432
1, 0.005, 0, 4, 21, 4.67845
1, 0.005, 0.1, 1, 10, 4.31601
1, 0.005, 0.1, 2, 10, 4.49289
1, 0.005, 0.1, 3, 22, 4.48178
1, 0.005, 0.1, 4, 8, 4.40912
1, 0.005, 0.2, 1, 11, 4.47016
1, 0.005, 0.2, 2, 30, 4.65314
1, 0.005, 0.2, 3, 1, 4.48551
1, 0.005, 0.2, 4, 49, 4.48134
1, 0.005, 0.3, 1, 4, 4.41558
1, 0.005, 0.3, 2, 3, 4.46094
1, 0.005, 0.3, 3, 1, 4.46196
1, 0.005, 0.3, 4, 11, 4.46031
1, 0.005, 0.4, 1, 10, 4.45559
1, 0.005, 0.4, 2, 0, 4.45013
1, 0.005, 0.4, 3, 125, 4.47974
1, 0.005, 0.4, 4, 129, 4.46965
1, 0.005, 0.5, 1, 13, 4.37313
1, 0.005, 0.5, 2, 6, 4.49172
1, 0.005, 0.5, 3, 0, 4.46939
1, 0.005, 0.5, 4, 206, 4.47365
1, 0.005, 0.6, 1, 15, 4.43202
1, 0.005, 0.6, 2, 98, 4.47979
1, 0.005, 0.6, 3, 88, 4.4741
1, 0.005, 0.6, 4, 0, 4.46694
1, 0.01, 0, 1, 5, 4.39366
1, 0.01, 0, 2, 3, 4.47798
1, 0.01, 0, 3, 3, 4.45522
1, 0.01, 0, 4, 112, 4.4836
1, 0.01, 0.1, 1, 19, 4.62227
1, 0.01, 0.1, 2, 10, 4.46897
1, 0.01, 0.1, 3, 96, 4.47499
1, 0.01, 0.1, 4, 134, 4.4728
1, 0.01, 0.2, 1, 2, 4.48181
1, 0.01, 0.2, 2, 154, 4.47233
1, 0.01, 0.2, 3, 67, 4.47909
1, 0.01, 0.2, 4, 27, 4.47731
1, 0.01, 0.3, 1, 3, 4.45187
1, 0.01, 0.3, 2, 190, 4.47589
1, 0.01, 0.3, 3, 160, 4.47522
1, 0.01, 0.3, 4, 113, 4.46998
1, 0.01, 0.4, 1, 6, 4.41206
1, 0.01, 0.4, 2, 7, 4.48234
1, 0.01, 0.4, 3, 67, 4.47078
1, 0.01, 0.4, 4, 209, 4.47743
1, 0.01, 0.5, 1, 15, 4.48546
1, 0.01, 0.5, 2, 153, 4.47315
1, 0.01, 0.5, 3, 6, 4.46942
1, 0.01, 0.5, 4, 53, 4.46441
1, 0.01, 0.6, 1, 6, 4.46018
1, 0.01, 0.6, 2, 25, 4.48155
1, 0.01, 0.6, 3, 58, 4.4715
1, 0.01, 0.6, 4, 12, 4.46415
1, 0.05, 0, 1, 134, 4.49774
1, 0.05, 0, 2, 179, 4.47402
1, 0.05, 0, 3, 13, 4.47756
1, 0.05, 0, 4, 90, 4.48827
1, 0.05, 0.1, 1, 40, 4.49977
1, 0.05, 0.1, 2, 123, 4.4713
1, 0.05, 0.1, 3, 139, 4.47433
1, 0.05, 0.1, 4, 6, 4.47371
1, 0.05, 0.2, 1, 114, 4.55247
1, 0.05, 0.2, 2, 37, 4.47875
1, 0.05, 0.2, 3, 18, 4.48457
1, 0.05, 0.2, 4, 134, 4.4814
1, 0.05, 0.3, 1, 13, 4.49497
1, 0.05, 0.3, 2, 65, 4.48
1, 0.05, 0.3, 3, 1, 4.48112
1, 0.05, 0.3, 4, 29, 4.47872
1, 0.05, 0.4, 1, 43, 4.48004
1, 0.05, 0.4, 2, 5, 4.47955
1, 0.05, 0.4, 3, 25, 4.48195
1, 0.05, 0.4, 4, 55, 4.4728
