1, 0.0001, 0, 1, 25, 4.37652
1, 0.0001, 0, 2, 19, 4.45299
1, 0.0001, 0, 3, 88, 4.42356
1, 0.0001, 0, 4, 109, 4.51618
1, 0.0001, 0.1, 1, 93, 4.41168
1, 0.0001, 0.1, 2, 29, 4.44479
1, 0.0001, 0.1, 3, 108, 4.39936
1, 0.0001, 0.1, 4, 203, 4.45083
1, 0.0001, 0.2, 1, 38, 4.4388
1, 0.0001, 0.2, 2, 275, 4.49776
1, 0.0001, 0.2, 3, 334, 4.44363
1, 0.0001, 0.2, 4, 192, 4.42079
1, 0.0001, 0.3, 1, 147, 4.40503
1, 0.0001, 0.3, 2, 113, 4.38454
1, 0.0001, 0.3, 3, 141, 4.44596
1, 0.0001, 0.3, 4, 200, 4.37743
1, 0.0001, 0.4, 1, 15, 4.46315
1, 0.0001, 0.4, 2, 82, 4.44595
1, 0.0001, 0.4, 3, 86, 4.41772
1, 0.0001, 0.4, 4, 286, 4.46533
1, 0.0001, 0.5, 1, 179, 4.41619
1, 0.0001, 0.5, 2, 83, 4.42849
1, 0.0001, 0.5, 3, 134, 4.44634
1, 0.0001, 0.5, 4, 76, 4.45518
1, 0.0001, 0.6, 1, 179, 4.37794
1, 0.0001, 0.6, 2, 181, 4.44946
1, 0.0001, 0.6, 3, 308, 4.46193
1, 0.0001, 0.6, 4, 0, 4.48499
1, 0.0005, 0, 1, 18, 4.35643
1, 0.0005, 0, 2, 6, 4.43126
1, 0.0005, 0, 3, 31, 4.52605
1, 0.0005, 0, 4, 69, 4.51227
1, 0.0005, 0.1, 1, 2, 4.45245
1, 0.0005, 0.1, 2, 139, 4.82231
1, 0.0005, 0.1, 3, 192, 4.3435
1, 0.0005, 0.1, 4, 21, 4.41452
1, 0.0005, 0.2, 1, 9, 4.43646
1, 0.0005, 0.2, 2, 171, 4.66946
1, 0.0005, 0.2, 3, 89, 4.41267
1, 0.0005, 0.2, 4, 91, 4.45656
1, 0.0005, 0.3, 1, 7, 4.44246
1, 0.0005, 0.3, 2, 18, 4.47694
1, 0.0005, 0.3, 3, 77, 4.42934
1, 0.0005, 0.3, 4, 56, 4.41254
1, 0.0005, 0.4, 1, 30, 4.41908
1, 0.0005, 0.4, 2, 34, 4.39392
1, 0.0005, 0.4, 3, 103, 4.54053
1, 0.0005, 0.4, 4, 72, 4.42778
1, 0.0005, 0.5, 1, 47, 4.36372
1, 0.0005, 0.5, 2, 19, 4.39212
1, 0.0005, 0.5, 3, 161, 4.45132
1, 0.0005, 0.5, 4, 94, 4.45611
1, 0.0005, 0.6, 1, 109, 4.45027
1, 0.0005, 0.6, 2, 181, 4.47208
1, 0.0005, 0.6, 3, 97, 4.44759
1, 0.0005, 0.6, 4, 58, 4.46414
1, 0.001, 0, 1, 4, 4.41203
1, 0.001, 0, 2, 6, 4.40087
1, 0.001, 0, 3, 76, 4.5616
1, 0.001, 0, 4, 88, 4.54382
1, 0.001, 0.1, 1, 48, 4.45483
1, 0.001, 0.1, 2, 92, 4.34196
1, 0.001, 0.1, 3, 77, 4.34462
1, 0.001, 0.1, 4, 136, 4.46159
1, 0.001, 0.2, 1, 5, 4.47377
1, 0.001, 0.2, 2, 238, 4.48087
1, 0.001, 0.2, 3, 38, 4.42387
1, 0.001, 0.2, 4, 317, 4.49087
1, 0.001, 0.3, 1, 1, 4.45507
1, 0.001, 0.3, 2, 35, 4.44483
1, 0.001, 0.3, 3, 85, 4.43794
1, 0.001, 0.3, 4, 61, 4.49105
1, 0.001, 0.4, 1, 22, 4.32853
1, 0.001, 0.4, 2, 28, 4.39367
