1,0,0,0,0,0.678927,-0.407528,0.40685,-0.183904,-0.230634,-0.0490896,249,25,27,23,31,14,18,99,0.0,0.0,9.27872,-0.746731,-0.045451,-0.0637916,
1,0,0,0,0,-0.349317,-0.0721281,-0.163675,0.0397553,-0.0432336,-0.227949,260,739,85,6,25,7,6,168,5.74648,4.30986,26.8585,0.0430425,-0.0186927,0.00643897,
0,0,0,0,1,-0.395521,0.076889,0.0609035,0.00436251,9.0539e-05,0.00756495,7,17,119,16,10,15,11,124,2.05634,2.16901,0.766545,-0.376477,0.00327289,-0.00324959,
0,0,0,0,1,-0.0986297,0.0406867,0.165272,0.00411814,-0.0347818,0.416659,6,18,9,169,207,191,69,161,0.0,2.64789,113.672,-1.39669,-0.00382289,0.00790715,
0,0,1,0,0,-0.32661,-0.0415362,1.12718,-0.0914565,0.147362,0.0288725,31,159,296,1981,1538,3285,906,112,12.3099,12.338,-68.4646,-0.889356,-0.0608727,-0.0560721,
1,0,0,0,0,-0.206058,-0.401949,0.269074,-0.00214807,0.0593884,-0.735525,349,3376,597,57,35,21,17,106,10.3944,4.87324,98.2789,0.577646,-0.0391767,-0.0331179,
0,1,0,0,0,-0.363128,-0.351777,-0.0268774,-0.0617587,0.0443206,-0.000719076,10,21,44,26,26,17,17,95,10.0563,9.88732,-52.6615,-0.0837264,0.00254574,-0.00154468,
0,0,0,0,1,-0.59443,0.199427,0.086072,-0.0239076,0.0288118,0.181519,12,23,46,738,3779,1341,2402,86,2.84507,3.94366,127.701,0.133539,-0.0045498,-0.00158101,
1,0,0,0,0,-0.282827,-0.219575,0.306656,-0.0194522,0.0254245,-0.142843,8,1265,19,6,5,3,0,123,5.23944,4.02817,-53.1372,-0.0260319,-0.00422662,0.00283575,
0,0,1,0,0,-0.0892693,-0.298015,0.611747,-0.0291456,0.0296081,-0.267957,10,25,27,49,15,2,1,72,12.4789,11.5493,-134.198,0.554221,-0.0309997,0.00930822,
0,0,1,0,0,0.185019,0.0425918,-0.589576,-0.00525328,-0.00866447,-0.02117,37,236,380,1883,2497,716,134,109,8.92958,9.49296,109.438,-0.148481,-0.0155331,-0.00720251,
0,0,1,0,0,-0.269291,-0.200965,-0.190008,0.0172047,-0.0479064,0.0279461,14,28,51,412,31,19,10,87,8.90141,8.8169,-170.858,1.96076,-0.00986695,-0.0224891,
0,0,0,0,1,-0.311664,-0.11701,0.306606,0.0141093,0.0582097,0.0528011,18,28,31,28,27,14,14,86,6.78873,7.29577,170.153,-2.19494,0.00134683,-0.0499538,
1,0,0,0,0,-0.209983,0.0620707,0.368161,-0.0547885,0.025883,-0.015449,2132,2991,2509,1089,268,64,59,94,9.49296,9.01408,-50.8658,-1.32051,-0.0659457,-0.0365142,
0,0,0,0,1,-0.309413,0.0820704,0.361678,-0.029447,-0.0151705,0.00577307,45,182,210,306,376,2400,1187,122,10.3099,10.8732,146.942,-0.403675,0.0041793,-0.00242737,
0,1,0,0,0,-7.23411,-0.500404,-0.261404,-0.0190714,0.0861696,-0.0146704,1,55,52,8,4,0,0,96,11.2676,10.9859,8.93163,0.0662985,0.0139045,0.000503469,
1,0,0,0,0,-0.30524,-0.347069,-0.387723,-0.0141478,0.0228778,-0.726973,249,547,223,8,18,4,6,107,9.80282,4.28169,-138.761,-0.280078,-0.0089006,-0.0066511,
0,1,0,0,0,-0.592059,-0.923516,0.353104,0.0162038,0.011257,-1.66601,24,310,139,481,137,2,5,103,8.02817,1.26761,67.1987,-0.993363,-0.00177297,0.0187113,
0,0,1,0,0,-1.88211,0.943124,0.41993,0.00167593,0.00844786,-0.516432,157,15,5,114,620,169,6,143,11.1268,8.08451,-176.702,-11.2532,-0.159614,0.11457,
0,0,0,0,1,-0.0347454,0.0954322,-0.264891,0.0317022,-0.0459905,0.475527,1,2,5,24,339,332,0,78,7.01408,9.29577,90.1099,-0.609979,0.0193484,0.00629866,
0,0,1,0,0,-4.00803,-0.465398,-0.280893,-0.0175495,-0.0102736,0.183235,17,292,23,259,202,3,4,162,6.28169,7.40845,73.8167,-0.296789,-0.0108286,-0.00208795,
0,0,0,0,1,-0.13493,-0.411747,-0.122479,-0.014081,-0.040544,-1.1368,8,13,5,82,528,234,240,111,11.9718,3.57746,-147.358,-1.42955,-0.0128901,0.0190287,
0,0,0,0,1,0.0842418,-0.267741,-0.447436,0.00682769,-0.050112,-0.490088,0,1,2,5,8,46,22,120,10.3944,7.49296,105.558,-0.371173,-0.00855276,0.000995725,
0,0,0,0,1,-0.812725,0.159619,0.151738,0.024158,-0.0779065,0.255284,4,89,228,1999,1462,775,991,124,1.83099,3.74648,-70.9761,-0.086521,-0.00188376,0.00320227,
0,0,1,0,0,0.383318,0.0364136,-0.377756,0.0218017,-0.0216067,0.0122312,18,34,35,45,32,12,13,89,6.73239,7.49296,153.895,-2.12992,0.0234497,0.01786,
1,0,0,0,0,0.174991,0.230978,-0.735759,-0.0581194,-0.0882369,0.0360138,142,410,251,39,22,3,7,144,10.9577,11.0986,-136.453,-0.476385,-0.0131178,0.00998712,
